company_name,location,job_title,job_description,rating,employer_estimate,min_salary,max_salary,avg_salary,Size,Founded,Type,Industry,Sector,Revenue,skills,age,seniority,job_simp
MSCI Inc,Bengaluru,climate data analyst,"Collect data for climate datasets that includes Scope 1, 2 and 3 emissions, GHG reduction targets, TCFD data, Carbon Credits and Carbon Projects.…
Skills: Microsoft Excel, Research, Data entry, SharePoint",4.2,0,500000,900000,700000.0,1001 to 5000 Employees,1969,Company - Public,Investment & Asset Management,Finance,$2 to $5 billion (USD)," Microsoft Excel, Research, Data entry, SharePoint",55.0,1.0,analyst
Elsevier,Gurgaon,data research analyst,"Working flexible hours - flexing the times when you work in the day to help you fit everything in and work when you are the most productive.…
Skills: Research, Analysis skills, Data science, Communication skills",4.6,1,1000000,1500000,1250000.0,5001 to 10000 Employees,1880,Subsidiary or Business Segment,Publishing,Media and communication,$2 to $5 billion (USD)," Research, Analysis skills, Data science, Communication skills",144.0,1.0,analyst
SHL,Gurgaon,associate  data operations,"Employee benefits package that takes care of you and your family. As a Data Operations Associate, you will be involved in creating standardized and reliable……
Skills: Databases, SQL, Machine learning, Communication skills, Python",3.6,1,600000,2000000,1300000.0,1001 to 5000 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Databases, SQL, Machine learning, Communication skills, Python",,1.0,data related
Altair Engineering,Bengaluru,intern – global academic program – data science,"Ability to convey Data science, AI and its related mathematical concepts and considerations to beginners. Help with administering student access to our software……
Skills: Data mining, R, English, Machine learning, Data science",4.3,0,300000,400000,350000.0,1001 to 5000 Employees,1985,Company - Public,Software Development,Information Technology,$500 million to $1 billion (USD)," Data mining, R, English, Machine learning, Data science",39.0,0.0,data scientist
ADCI - Karnataka - A66,Bengaluru,data associate ii quality ml data ops,"Perform data collection and curation, ultimately resulting in the generation of high-quality data that can be utilized for AI models.…
Skills: Image processing, Microsoft Excel, English, Microsoft Office, Analysis skills",3.7,0,300000,600000,450000.0,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)," Image processing, Microsoft Excel, English, Microsoft Office, Analysis skills",30.0,1.0,machine learning engineer
Oracle,Noida,software developer,"As a member of the LSGIU development organization, you will contribute to a mission-critical platform that enables our customers to develop solutions that……
Skills: Oracle, Software troubleshooting",3.8,0,200000,1000000,600000.0,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)," Oracle, Software troubleshooting",47.0,1.0,software developer
Schnell Technocraft,Noida,data ai intern,"Ability to understand the business requirements thoroughly and convert those requirements into proper technical solutions to achieve the required goals.…
Skills: Computer science, Power BI, Image processing, Tableau, SQL",,0,200000,400000,300000.0,,,,,,," Computer science, Power BI, Image processing, Tableau, SQL",,0.0,intern
Wellorgs Infotech Pvt. Ltd.,Remote,aiml intern,"Experience with data mining, analytics, and linked data concepts. Implement AI solutions to improve data analysis, predictive modeling, and decision-making……
Skills: TensorFlow, Data mining, Big data, R, Java",,0,1000000,1000000,1000000.0,,,,,,," TensorFlow, Data mining, Big data, R, Java",,0.0,machine learning engineer
MNJ Software,Remote,data science  intern,"(Master) student who has successfully passed semesters of computer science, data science, artificial intelligence or studies with strong focus on IT and data……
Skills: Power BI, Azure, English, Tableau, Administrative experience",3.6,0,500000,1000000,750000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Power BI, Azure, English, Tableau, Administrative experience",,0.0,data scientist
Bijak,Gurgaon,intern,"Currently enrolled in a bachelor's degree program in Computer Science, Information Technology, or a related field (freshers or final year students preferred).…
Skills: SQL, Analysis skills, Quality assurance, Software testing, Communication skills",4.2,0,600000,900000,750000.0,51 to 200 Employees,2019,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable," SQL, Analysis skills, Quality assurance, Software testing, Communication skills",5.0,0.0,intern
Procter & Gamble,Mumbai,internship  data science,"You’ll be either in the central data scientist team taking on retail and media analytics problems that are general across brands, or you’ll be in the embedded……
Skills: Big data, Spark, Git, SQL, Machine learning",4.1,1,50000,100000,75000.0,10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)," Big data, Spark, Git, SQL, Machine learning",187.0,0.0,data scientist
Pfizer,Chennai,junior associate associate statistical data scientist,"Active self-learning and delivering on solutions in the space of statistical programming and data standards. Understanding of clinical data and drug development……
Skills: Statistics, SAS, R, Less, Communication skills",3.8,0,1000000,1000000,1000000.0,Unknown,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Statistics, SAS, R, Less, Communication skills",175.0,0.0,data scientist
Boston Consulting Group,Delhi,global it software engineer senior manager gen ai  llm,"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",4.2,0,400000,800000,600000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Node.js, React",61.0,2.0,nlp engineer
Boston Consulting Group,Delhi,data architect,"Keep pace with industry trends to ensure our cloud data center designs and infrastructure layer architectures remain cutting-edge and client-focused.…
Skills: Azure, Cloud architecture, PCI, Kubernetes, Big data",4.2,0,300000,500000,400000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Cloud architecture, PCI, Kubernetes, Big data",61.0,1.0,data architect
Behr Paint Company,Maharashtra,software engineer powerapp developer,"Solution Architecture: Collaborate with business stakeholders, technical teams, and solution architects to understand business requirements, define solution……
Skills: Power BI, Azure, Multilingual, Kanban, Software deployment",3.9,0,900000,1000000,950000.0,1001 to 5000 Employees,1947,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable," Power BI, Azure, Multilingual, Kanban, Software deployment",77.0,1.0,software developer
American Express Global Business Travel,Gurgaon,software development engineer iii,"Develop the skills you want when the time is right for you, with global tuition assistance, access to over 20,000 courses on our learning platform, leadership……
Skills: CSS, Software troubleshooting, React, Data structures, NoSQL",4.2,1,10000,45000,27500.0,10000+ Employees,1915,Company - Public,Travel Agencies,Hotel and travel accommodation,Unknown / Non-Applicable," CSS, Software troubleshooting, React, Data structures, NoSQL",109.0,1.0,software developer
Adobe,Bengaluru,computer scientist,"Experience : 3-5 years of software engineering experience, including at least 2 years in integrating machine learning models and maintaining ML pipelines,……
Skills: TensorFlow, Machine learning, Natural language processing, Software development, AI",4.2,1,400000,400000,400000.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," TensorFlow, Machine learning, Natural language processing, Software development, AI",42.0,1.0,other
Boston Consulting Group,Bengaluru,data engineer  x delivery,"You will collaborate closely with cross-functional teams, including data scientists, analysts, and business stakeholders, to deliver high-quality data solutions……
Skills: Microsoft Powerpoint, CI/CD, Azure, Cassandra, Kubernetes",4.2,0,400000,700000,550000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, CI/CD, Azure, Cassandra, Kubernetes",61.0,1.0,data engineer
